implementation_id,display_name,run_status,slice_family,slice_value,n_expected,n_valid,correct_ratio,hallucination_ratio,omission_ratio,answer_f1,answer_bleu1,retrieval_hit_rate,retrieval_recall_at_10,retrieval_ndcg_at_10,run_id,artifact_sha256
wma-gamemory,GAMemory,PENDING,subcategory,agent/embodied/eb_alfred_long_horizon,218,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/embodied/eb_alfred_visual_appearance,161,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/embodied/eb_nav_base,217,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/embodied/eb_nav_common_sense,217,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/embodied/eb_nav_complex_instruction,214,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/embodied/eb_nav_long_horizon,262,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/embodied/eb_nav_visual_appearance,216,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/embodied/minecraft,709,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/embodied/omnigibson,868,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/gui/css,408,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/gui/excel,311,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/gui/file_mgmt,273,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/gui/image_edit,364,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/gui/mobile,289,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/gui/web,327,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/gui/webarena_lite,792,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,agent/gui/word_docs,324,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,lifelong/personal,440,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,lifelong/project/academic,110,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,lifelong/project/education,110,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,lifelong/project/finance,110,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,lifelong/project/health,110,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,lifelong/project/software,110,,,,,,,,,,,
wma-gamemory,GAMemory,PENDING,subcategory,lifelong/project/startup,110,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,overall,overall,7906,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,CMR,548,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,DU,606,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,FR,591,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,KR,593,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,MB,615,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,MC,604,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,TR,582,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,TTL,582,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,UNKNOWN,1356,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,VFR,614,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,VS,609,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,question_type,VU,606,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,scope,agent,6806,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,scope,lifelong,1100,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,task_family,agent/embodied,3718,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,task_family,agent/gui,3088,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,task_family,lifelong/personal,440,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,task_family,lifelong/project,660,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,difficulty,easy,1450,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,difficulty,hard,3047,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,difficulty,medium,3409,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,evidence_modality,image,1891,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,evidence_modality,image+memory,4050,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,evidence_modality,memory,1323,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,evidence_modality,none,642,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_alfred_base,210,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_alfred_common_sense,212,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_alfred_complex_instruction,214,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_alfred_long_horizon,218,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_alfred_visual_appearance,161,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_nav_base,217,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_nav_common_sense,217,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_nav_complex_instruction,214,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_nav_long_horizon,262,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/eb_nav_visual_appearance,216,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/minecraft,709,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/embodied/omnigibson,868,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/gui/css,408,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/gui/excel,311,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/gui/file_mgmt,273,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/gui/image_edit,364,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/gui/mobile,289,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/gui/web,327,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/gui/webarena_lite,792,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,agent/gui/word_docs,324,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,lifelong/personal,440,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,lifelong/project/academic,110,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,lifelong/project/education,110,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,lifelong/project/finance,110,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,lifelong/project/health,110,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,lifelong/project/software,110,,,,,,,,,,,
wma-mgmemory,MGMemory,PENDING,subcategory,lifelong/project/startup,110,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,overall,overall,7906,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,CMR,548,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,DU,606,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,FR,591,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,KR,593,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,MB,615,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,MC,604,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,TR,582,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,TTL,582,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,UNKNOWN,1356,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,VFR,614,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,VS,609,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,question_type,VU,606,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,scope,agent,6806,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,scope,lifelong,1100,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,task_family,agent/embodied,3718,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,task_family,agent/gui,3088,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,task_family,lifelong/personal,440,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,task_family,lifelong/project,660,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,difficulty,easy,1450,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,difficulty,hard,3047,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,difficulty,medium,3409,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,evidence_modality,image,1891,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,evidence_modality,image+memory,4050,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,evidence_modality,memory,1323,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,evidence_modality,none,642,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_alfred_base,210,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_alfred_common_sense,212,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_alfred_complex_instruction,214,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_alfred_long_horizon,218,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_alfred_visual_appearance,161,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_nav_base,217,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_nav_common_sense,217,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_nav_complex_instruction,214,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_nav_long_horizon,262,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/eb_nav_visual_appearance,216,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/minecraft,709,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/embodied/omnigibson,868,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/gui/css,408,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/gui/excel,311,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/gui/file_mgmt,273,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/gui/image_edit,364,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/gui/mobile,289,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/gui/web,327,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/gui/webarena_lite,792,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,agent/gui/word_docs,324,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,lifelong/personal,440,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,lifelong/project/academic,110,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,lifelong/project/education,110,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,lifelong/project/finance,110,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,lifelong/project/health,110,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,lifelong/project/software,110,,,,,,,,,,,
wma-rfmemory,RFMemory,PENDING,subcategory,lifelong/project/startup,110,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,overall,overall,7906,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,CMR,548,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,DU,606,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,FR,591,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,KR,593,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,MB,615,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,MC,604,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,TR,582,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,TTL,582,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,UNKNOWN,1356,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,VFR,614,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,VS,609,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,question_type,VU,606,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,scope,agent,6806,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,scope,lifelong,1100,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,task_family,agent/embodied,3718,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,task_family,agent/gui,3088,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,task_family,lifelong/personal,440,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,task_family,lifelong/project,660,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,difficulty,easy,1450,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,difficulty,hard,3047,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,difficulty,medium,3409,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,evidence_modality,image,1891,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,evidence_modality,image+memory,4050,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,evidence_modality,memory,1323,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,evidence_modality,none,642,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_alfred_base,210,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_alfred_common_sense,212,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_alfred_complex_instruction,214,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_alfred_long_horizon,218,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_alfred_visual_appearance,161,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_nav_base,217,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_nav_common_sense,217,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_nav_complex_instruction,214,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_nav_long_horizon,262,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/eb_nav_visual_appearance,216,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/minecraft,709,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/embodied/omnigibson,868,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/gui/css,408,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/gui/excel,311,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/gui/file_mgmt,273,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/gui/image_edit,364,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/gui/mobile,289,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/gui/web,327,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/gui/webarena_lite,792,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,agent/gui/word_docs,324,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,lifelong/personal,440,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,lifelong/project/academic,110,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,lifelong/project/education,110,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,lifelong/project/finance,110,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,lifelong/project/health,110,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,lifelong/project/software,110,,,,,,,,,,,
wma-mmmemory,MMMemory,PENDING,subcategory,lifelong/project/startup,110,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,overall,overall,7906,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,CMR,548,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,DU,606,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,FR,591,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,KR,593,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,MB,615,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,MC,604,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,TR,582,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,TTL,582,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,UNKNOWN,1356,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,VFR,614,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,VS,609,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,question_type,VU,606,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,scope,agent,6806,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,scope,lifelong,1100,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,task_family,agent/embodied,3718,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,task_family,agent/gui,3088,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,task_family,lifelong/personal,440,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,task_family,lifelong/project,660,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,difficulty,easy,1450,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,difficulty,hard,3047,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,difficulty,medium,3409,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,evidence_modality,image,1891,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,evidence_modality,image+memory,4050,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,evidence_modality,memory,1323,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,evidence_modality,none,642,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_alfred_base,210,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_alfred_common_sense,212,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_alfred_complex_instruction,214,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_alfred_long_horizon,218,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_alfred_visual_appearance,161,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_nav_base,217,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_nav_common_sense,217,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_nav_complex_instruction,214,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_nav_long_horizon,262,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/eb_nav_visual_appearance,216,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/minecraft,709,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/embodied/omnigibson,868,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/gui/css,408,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/gui/excel,311,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/gui/file_mgmt,273,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/gui/image_edit,364,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/gui/mobile,289,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/gui/web,327,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/gui/webarena_lite,792,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,agent/gui/word_docs,324,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,lifelong/personal,440,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,lifelong/project/academic,110,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,lifelong/project/education,110,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,lifelong/project/finance,110,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,lifelong/project/health,110,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,lifelong/project/software,110,,,,,,,,,,,
wma-mmfumemory,MMFUMemory,PENDING,subcategory,lifelong/project/startup,110,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,overall,overall,7906,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,CMR,548,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,DU,606,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,FR,591,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,KR,593,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,MB,615,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,MC,604,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,TR,582,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,TTL,582,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,UNKNOWN,1356,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,VFR,614,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,VS,609,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,question_type,VU,606,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,scope,agent,6806,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,scope,lifelong,1100,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,task_family,agent/embodied,3718,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,task_family,agent/gui,3088,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,task_family,lifelong/personal,440,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,task_family,lifelong/project,660,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,difficulty,easy,1450,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,difficulty,hard,3047,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,difficulty,medium,3409,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,evidence_modality,image,1891,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,evidence_modality,image+memory,4050,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,evidence_modality,memory,1323,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,evidence_modality,none,642,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_alfred_base,210,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_alfred_common_sense,212,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_alfred_complex_instruction,214,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_alfred_long_horizon,218,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_alfred_visual_appearance,161,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_nav_base,217,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_nav_common_sense,217,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_nav_complex_instruction,214,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_nav_long_horizon,262,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/eb_nav_visual_appearance,216,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/minecraft,709,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/embodied/omnigibson,868,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/gui/css,408,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/gui/excel,311,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/gui/file_mgmt,273,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/gui/image_edit,364,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/gui/mobile,289,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/gui/web,327,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/gui/webarena_lite,792,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,agent/gui/word_docs,324,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,lifelong/personal,440,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,lifelong/project/academic,110,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,lifelong/project/education,110,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,lifelong/project/finance,110,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,lifelong/project/health,110,,,,,,,,,,,
wma-mmfu-single,MMFU_Single,PENDING,subcategory,lifelong/project/software,110,,,,,,,,,,,
